"# this data was copied from the original excel file that contains all of the data from the summer of 2012 for the wind experiment.  I have added categories for all stages of the life history.  The ""other"" category counts for data that is not well resolved.  All notes and the original data are retained within this file.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,Treatment,Block,Plant,Leaf,Egg,Gallery/ Blotch Mine,gallery_mine_missing,gallery_mine_dead,gallery_mine_fresh_but_stiff,gallery_freshly_dead,gallery_mine_living,gallery_mine_323,gallery_mine_parasitized_unknown,gallery_mine_other_category,Tent Mine,tent_mine_353,tent_mine_parasitized_unknown,tent_mine_missing,tent_mine_other,tent_mine_stiff,tent_mine_empty_with_frass,tent_mine_freshly_dead,tent_mine_dead,tent_mine_NOT_Caloptilia,tent_mine_empty,tent_mine_fresh_but_stiff,tent_mine_living_larva,tent_mine_323,Leaf Tip Fold,LTF_other,LTF_empty,LTF_empty_with_frass,LTF_327,LTF_329,LTF_347,LTF_dead,Leaf   Edge Fold,LEF_intact,LEF_eulophid_cocoons,LEF_other_parasitoid_?,LEF_dead_larva,LEF_emerged,LEF_empty,LEF_live_adult,Notes
w,Exposed,2,9,unk,,,0,0,0,0,0,0,0,0,freshly dead,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,TM larva found in bag 2 accidentally squished
w,Exposed,2,9,5,m,assume,0,0,0,0,0,0,0,0,empty with frass,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,3 round holes on top surface of mine
w,Exposed,2,9,6,h,assume,0,0,0,0,0,0,0,0,empty with frass,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,3 rounf holes on top surface of mine
w,Exposed,2,9,6,h,assume,0,0,0,0,0,0,0,0,living,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,hole on edge of mine
w,Exposed,2,9,6,h,missing,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,* same mine
w,Exposed,2,9,7,uh,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,* same mine
w,Exposed,2,9,7,h,fresh but stiff,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,"no head visible inside, but can see 3d structure"
w,Exposed,2,9,8,h,missing,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,
w,Exposed,2,9,8,h,missing,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,* same mine with small tear
w,Exposed,2,9,8,h,assume ,0,0,0,0,0,0,0,0,empty with frass,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,* same mine with small tear
w,Exposed,2,9,9,h,assume,0,0,0,0,0,0,0,0,living,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,round hole on top surface
w,Exposed,2,9,9,h,missing,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,
w,Unexposed,2,9,1,h,assume ,0,0,0,0,0,0,0,0,living,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,hole on surface of mine
w,Unexposed,2,9,1,h,dead,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,
w,Unexposed,2,9,1,h,missing,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,
w,Unexposed,2,9,1,h,living,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,
w,Unexposed,2,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,empty with frass,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,hole on top side of fold
w,Unexposed,2,9,3,h,dead,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,* same mine
w,Unexposed,2,9,3,h,missing,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,* same mine
w,Unexposed,2,9,3,h,dead,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,
w,Unexposed,3,4,1,h,living,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,
w,Unexposed,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,empty with frass,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,
w,Exposed,5,4,1,h,living,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,went missing durring disection
w,Exposed,5,4,1,h,dead,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,
w,Exposed,5,4,1,h,living,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,
w,Exposed,5,4,2,h,dead,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,
w,Exposed,5,4,2,h,dead,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,
w,Exposed,5,4,2,h,living,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,
w,Exposed,5,4,2,h,living,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,
w,Exposed,5,4,2,h,dead,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,
w,Exposed,5,4,2,uh?,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,* same size as other eggs but depressed into leaf
w,Exposed,5,4,2,uh?,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,* same size as other eggs but depressed into leaf
w,Exposed,5,4,2,uh?,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,* same size as other eggs but depressed into leaf
w,Exposed,5,4,3,h,living,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,** tissue 2 orange-ish in one large mine
w,Exposed,5,4,3,h,freshly dead,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,** tissue 2 orange-ish in one large mine
w,Exposed,5,4,3,h,fresh but stiff,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,* all in one large mine
w,Exposed,5,4,3,h,living,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,* all in one large mine
w,Exposed,5,4,3,h,dead,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,* all in one large mine
w,Exposed,5,4,3,h,dead,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,* all in one large mine
w,Exposed,5,4,4,h,freshly dead,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,** all in one mine
w,Exposed,5,4,4,h,living,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,** all in one mine
w,Exposed,5,4,4,h,living,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,** all in one mine
w,Exposed,5,4,4,h,living,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,* all in one mine
w,Exposed,5,4,4,h,fresh but stiff,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,* all in one mine
w,Exposed,5,4,5,h,living,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,** all in one mine (1/2) leaf
w,Exposed,5,4,5,h,dead,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,** all in one mine (1/2) leaf
w,Exposed,5,4,5,h,dead,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,** all in one mine (1/2) leaf
w,Exposed,5,4,5,h,living,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,* in one mine
w,Exposed,5,4,5,h,dead,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,* in one mine
w,Exposed,5,4,6,uh?,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,shiny like others but still round
w,Exposed,5,4,6,h,living,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,
w,Exposed,5,4,6,h,living,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,
w,Exposed,5,4,6,h,living,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,
w,Exposed,5,4,6,h,living,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,
w,Exposed,5,4,6,h,missing,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,* checked underside of fragment
w,Exposed,5,4,6,h,missing,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,* checked underside of fragment
w,Exposed,5,4,7,h,living,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,**all one mine
w,Exposed,5,4,7,h,living,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,**all one mine
w,Exposed,5,4,7,h,dead,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,**all one mine
w,Exposed,5,4,7,h,living,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,**all one mine
w,Exposed,5,4,7,h,missing,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,**all one mine
w,Exposed,5,4,7,h,living,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,* all one mine
w,Exposed,5,4,7,h,missing,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,* all one mine
w,Exposed,5,4,7,uh?,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,shiny like others but still round
w,Unexposed,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,empty with frass,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,
w,Unexposed,5,10,1,h,living 323,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,
w,Unexposed,5,10,1,h,assume,0,0,0,0,0,0,0,0,empty with frass,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,"2 head molts, opening along edge mine"
w,Unexposed,5,10,1,h,assume,0,0,0,0,0,0,0,0,dead,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,possible old parasitoid edd on its side
w,Exposed,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,empty with frass,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,several large holes on LTF
w,Exposed,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,parasitized by # 329,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,part of 4-leaf bundle
w,Exposed,5,5,1,0,assume,0,0,0,0,0,0,0,0,living,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,"very little amount of silk, 1 head molt * part of 4-leaf bundle"
w,Exposed,5,5,1,0,assume,0,0,0,0,0,0,0,0,living,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,very little silk * part of 4-leaf bundle
w,Unexposed,5,1,1,h,assume,0,0,0,0,0,0,0,0,empty with frass,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,large hole at edge of mine
w,Unexposed,5,1,2,m,assume,0,0,0,0,0,0,0,0,dead,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1 head molt
w,Unexposed,5,1,2,m,assume,0,0,0,0,0,0,0,0,living,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,
w,Exposed,6,1,1,m,assume,0,0,0,0,0,0,0,0,living? see note,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,exit hole. Living larva found in bagcrawled inside the mine after
w,Exposed,6,1,1,m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,empty with few bits of frass,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,"several holes, some dissection < 1 mm."
w,Unexposed,5,8,1,h,assume,0,0,0,0,0,0,0,0,living,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,very small hole on gall surface <0.5 mm.
w,Unexposed,5,8,1,h,assume,0,0,0,0,0,0,0,0,empty with frass,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,"gall open on one side, very little silk"
w,Unexposed,5,8,1,h,assume,0,0,0,0,0,0,0,0,living,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,
w,Unexposed,5,8,1,h,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,living larva found in bag (of caloptilia) added LN 6 for food
w,Unexposed,5,8,1,h,assume,0,0,0,0,0,0,0,0,living,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,
w,Unexposed,5,8,1,h,assume,0,0,0,0,0,0,0,0,living,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,very little silk
w,Unexposed,5,8,1,h,missing,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,"hole in gall surface - definitely a blotch mine that seems small, maybe got eaten"
w,Unexposed,5,8,1,h,missing,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,no hole in gall
w,Exposed,10,10,1,h,living,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,
w,Exposed,10,10,1,h,dead,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,mine is tiny
w,Exposed,10,10,1,h,empty,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,very large hole/tear in gall
w,Unexposed,7,6,3,h,dead,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,
w,Unexposed,7,6,3,h,living,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,gallery mine only
w,Unexposed,7,6,3,h,living,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,gallery mine only
w,Unexposed,7,6,3,h,living,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,gallery mine only
w,Unexposed,7,6,3,h,dead,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,gallery mine only
w,Unexposed,7,6,3,h,assume,0,0,0,0,0,0,0,0,dead,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,potential eggs seen. Possibly parasitized. Not much silk
w,Unexposed,7,6,3,h,living,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,
w,Unexposed,7,6,3,h,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,empty,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,added to LN unk for food
w,Unexposed,7,6,3,h,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LTF? Empty with frass,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,may have been morpho #11
w,Unexposed,5,5,1,h,dead,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,
w,Unexposed,5,5,1,h,dead,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,
w,Unexposed,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,empty with frass,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,
w,Unexposed,3,6,1,0,assume,0,0,0,0,0,0,0,0,living,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,no hole sin mine (probably unrelated to LTF on same leaf) recent tent.
w,Exposed,5,7,1,h,assume,0,0,0,0,0,0,0,0,living,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,
w,Exposed,5,7,1,h,living,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,
w,Exposed,5,7,1,h,assume,0,0,0,0,0,0,0,0,living,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,
w,Unexposed,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,empty with frass,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,
w,Exposed,3,10,5,h,living,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,
