# this data was copied directly from the excel file so I could easily create new columns that organize the data more effectively.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,Block,Plant,Leaf,Egg,Gallery/ Blotch Mine,gallery_mine_living,gallery_mine_missing,gallery_mine_empty_with_frass,gallery_mine_fresh_but_stiff,gallery_mine_freshly_dead,gallery_mine_dead,gallery_mine_other,gallery_mine_empty,Tent Mine,tent_mine_DIFFERENT,tent_mine_other,tent_mine_323,tent_mine_no_data,tent_mine_missing,tent_mine_empty,tent_mine_living,tent_mine_dead,tent_mine_empty_with_frass,tent_mine_fresh_but_stiff,Leaf Tip Fold,LTF_329,LTF_empty_with_frass,LTF_dead,LTF_other,LTF_empty,Leaf   Edge Fold,LEF_other,LEF_adult,LEF_emerged,LEF_parasitized_unknown,Notes
aa,1,4,3,m,assume,0,0,0,0,0,0,0,0,very old opened in field?,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,may have been opened in the field
aa,1,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,empty with frass,0,1,0,0,0,,0,0,0,0,
aa,1,4,8,m,assume,0,0,0,0,0,0,0,0,old couldn't dissect,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,5.9 mm in length
aa,1,5,2,m,assume,0,0,0,0,0,0,0,0,empty with frass,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,,0,0,0,0,"5.7 mm in length, there was a live 319  crawling around…"
aa,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,1,0,0,0,possibly but very difficult to tell
aa,1,5,4,0,0,0,0,0,0,0,0,0,0,empty with frass,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,,0,0,0,0,
aa,1,11,1,m,assume,0,0,0,0,0,0,0,0,empty with frass,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,,0,0,0,0,"8.57 mm length, exit hole"
aa,1,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,old empty,0,0,0,0,1,,0,0,0,0,opened in field?
aa,1,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,parasitized,0,0,0,1,parasitoid appears to be emerging from other end
aa,1,13,1,m,assume,0,0,0,0,0,0,0,0,dead,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,,0,0,0,0,6.23 mm in length
aa,1,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,empty with frass,0,1,0,0,0,,0,0,0,0,"found a weird larva inside, don't know when it began inhabiting (sp. 351)"
aa,1,13,3,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,old empty,0,0,0,0,1,,0,0,0,0,opened in field?
aa,1,13,4,m,assume,0,0,0,0,0,0,0,0,empty with frass,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,,0,0,0,0,7.5 length
aa,1,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,empty with frass,0,1,0,0,0,,0,0,0,0,
aa,1,15,2,m,assume,0,0,0,0,0,0,0,0,empty with frass,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,,0,0,0,0,"too difficult to determine mine size since it was all chewed, found live larva in bag"
aa,1,15,3,m,assume,0,0,0,0,0,0,0,0,empty with frass,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,,0,0,0,0,6.7 length; live larva in bag
aa,1,18,1,m,assume,0,0,0,0,0,0,0,0,stiff but fresh,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,,0,0,0,0,10.2 length; attempt parasitoid rearings
aa,1,18,2,m,assume,0,0,0,0,0,0,0,0,empty with frass,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,,0,0,0,0,8.6 length; found live larva inside
aa,1,19,1,m,assume,0,0,0,0,0,0,0,0,empty with frass,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,,0,0,0,0,4.8 length; live larva inside bag (looked like it was trying to silk other side of _____)
aa,1,19,2,m,assume,0,0,0,0,0,0,0,0,empty with frass,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,,0,0,0,0,6.7 length; live larva in bag
aa,1,22,2,m,assume,0,0,0,0,0,0,0,0,empty with frass,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,,0,0,0,0,6.8 length; may have been another opened tent mine.
aa,1,41,2,m,assume,0,0,0,0,0,0,0,0,living,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,,0,0,0,0,6.8 length
aa,1,42,1,h,assume,0,0,0,0,0,0,0,0,missing,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,7.6 length; didn't see an exit hole
aa,1,50,3,m,assume,0,0,0,0,0,0,0,0,empty with frass,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,,0,0,0,0,looked like it was opened in the field
aa,1,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,old empty,0,0,0,0,1,,0,0,0,0,em
aa,3,2,1,m,assume,0,0,0,0,0,0,0,0,living,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,,0,0,0,0,7.2 mm
aa,3,38,1,h,assume,0,0,0,0,0,0,0,0,living,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,,0,0,0,0,
aa,3,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,empty,0,0,0,0,1,,0,0,0,0,"Very old, open along part of seam"
aa,3,10,1,h,assume,0,0,0,0,0,0,0,0,living,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,,0,0,0,0,13.5 mm. Larva had emerged from TM and appeared to be making some sort of LER on the opposite side of the leaf (which was a confusing behaviour). This larva was set aside in 'Lanphere Rearings' box to see what it does. Very sure it's a TM larva.
aa,5,3,1,h,assume,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,8.7mm
aa,5,3,2,h,living,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,
aa,5,3,2,h,dead,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,same mine as below
aa,5,3,2,h,missing,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,same mine as above
aa,5,3,3,h,fresh but stiff,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,orange tinge to egg
aa,5,3,3,h,missing,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,
aa,5,3,3,h,dead,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,same mine as below
aa,5,3,3,h,missing,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,same mine as above
aa,5,3,4,h,dead,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,mine mouldy inside and out
aa,5,3,5,h,assume,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,8.4mm
aa,5,3,6,h,assume,0,0,0,0,0,0,0,0,living,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,,0,0,0,0,early TM
aa,5,3,7,h,dead,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,
aa,5,3,7,h,dead,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,
aa,5,23,1,h,assume,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,larva had emerged into bag. 8.5mm.
aa,5,23,2,h,dead,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,mine mouldy inside and out
aa,5,23,3,h,living,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,
aa,5,23,4,h,assume,0,0,0,0,0,0,0,0,empty with frass,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,,0,0,0,0,"2 holes on mine surface, early TM"
aa,5,23,5,h,assume,0,0,0,0,0,0,0,0,living,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,,0,0,0,0,"9.2mm, had emerged into bag"
aa,5,23,5,h,assume,0,0,0,0,0,0,0,0,living,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,,0,0,0,0,"8.6 mm, had emerged into bag"
aa,5,23,6,m,assume,0,0,0,0,0,0,0,0,living,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,,0,0,0,0,"10.9mm, had emerged into bag"
aa,5,23,7,h,assume,0,0,0,0,0,0,0,0,living,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,,0,0,0,0,9.8 mm
aa,5,23,7,m,assume,0,0,0,0,0,0,0,0,living,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,,0,0,0,0,no length because torn open
aa,5,23,7,m,assume,0,0,0,0,0,0,0,0,living,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,,0,0,0,0,no length because torn open
aa,5,23,8,m,assume,0,0,0,0,0,0,0,0,living,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,,0,0,0,0,"7.6 mm, mine very mouldy, larva had emerged into bag"
aa,5,23,9,h,missing,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,large opening on surface
aa,5,23,9,h,assume,0,0,0,0,0,0,0,0,dead,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,,0,0,0,0,"9.5 mm, opening at edge, mould on inside"
aa,5,46,1,h,assume,0,0,0,0,0,0,0,0,empty,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,,0,0,0,0,"5.5 mm, hole in surface"
aa,5,46,2,m,empty,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,almost half of blotch peeled back prior to dissecting
aa,5,46,3,m,assume,0,0,0,0,0,0,0,0,empty,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,,0,0,0,0,"large opening at edge, 6.7mm"
aa,5,46,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,empty,0,0,0,0,1,,0,0,0,0,"pretty old, seemed flat for LTF, open along seams"
aa,5,46,5,m,assume,0,0,0,0,0,0,0,0,living,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,,0,0,0,0,8.5 mm
aa,5,46,6,m,assume,0,0,0,0,0,0,0,0,no data,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,8.4 mm
aa,5,46,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,empty with frass,0,1,0,0,0,,0,0,0,0,small opening along seam
aa,5,46,8,m,assume,0,0,0,0,0,0,0,0,empty with frass,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,,0,0,0,0,most of mine is gone so no measurement
aa,5,43,1,h,assume,0,0,0,0,0,0,0,0,living DIFFERENT,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,definitely different - ovalish mine with long wrinkle in centre. 14.5 mm. Preserved
aa,5,43,2,h,assume,0,0,0,0,0,0,0,0,empty,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,,0,0,0,0,"large hole in surface, early TM"
aa,5,43,2,h,assume,0,0,0,0,0,0,0,0,living DIFFERENT,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,13.5 mm. Egg was uplifted at edges. Set aside to rear out. 
aa,5,43,1,h,assume,0,0,0,0,0,0,0,0,living DIFFERENT,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,"egg looks like normal TM. Preserved,"
aa,5,43,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,emerged,0,0,1,0,
aa,5,56,2,h,fresh but stiff,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,
aa,5,56,4,h,assume,0,0,0,0,0,0,0,0,living,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,,0,0,0,0,early TM
aa,5,56,6,h,living,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,same mine as below
aa,5,56,6,h,missing,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,same mine as above
aa,5,56,6,m,assume,0,0,0,0,0,0,0,0,fresh but stiff,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,,0,0,0,0,"TM too torn up for measurement, larva emerged into bag"
aa,5,56,7,h,dead,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,
aa,5,51,1,h,missing,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,mine very mouldy inside
aa,5,51,2,m,living,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,trichomes too dense to see egg
aa,5,51,3,m,assume,0,0,0,0,0,0,0,0,empty with frass,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,,0,0,0,0,"hole on surface of mine, 5.9mm"
aa,5,51,4,h,assume,0,0,0,0,0,0,0,0,living,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,,0,0,0,0,"early TM, same mine as below"
aa,5,51,4,h,assume,0,0,0,0,0,0,0,0,living,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,,0,0,0,0,"early TM, same mine as above"
aa,5,51,5,h,dead,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,
aa,5,58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,empty,0,0,0,0,1,,0,0,0,0,"very old, open along whole seam"
aa,5,58,3,m,assume,0,0,0,0,0,0,0,0,empty with frass,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,,0,0,0,0,"5.2 mm, opening on surface of mine"
aa,5,58,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,emerged?,1,0,0,0,"head molt inside, but no pupa case (LEF was had a hole, though)"
aa,5,58,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,empty,0,0,0,0,1,,0,0,0,0,old and open along whole seam
aa,5,58,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,empty with frass,0,1,0,0,0,,0,0,0,0,very old and ragged but with characteristic frass ball
aa,5,58,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,empty with frass,0,1,0,0,0,,0,0,0,0,
aa,5,58,10,m,assume,0,0,0,0,0,0,0,0,empty with frass,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,,0,0,0,0,"10.4 mm, hole on underside of mine, dense trichomes"
aa,5,22,1,h,assume,0,0,0,0,0,0,0,0,living,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,,0,0,0,0,"11.1 mm, emerged into bag"
aa,5,22,1,m,assume,0,0,0,0,0,0,0,0,living,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,,0,0,0,0,"7.5 mm, emerged into bag"
aa,5,22,2,m,assume,0,0,0,0,0,0,0,0,living,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,,0,0,0,0,"8.7 mm, emerged into bag"
aa,5,22,3,h,assume,0,0,0,0,0,0,0,0,empty with frass,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,,0,0,0,0,"7.5 mm, 2 openings along edge"
aa,5,22,4,m,assume,0,0,0,0,0,0,0,0,living,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,,0,0,0,0,"TM peeled back prior to dissection, larva had emerged into bag"
aa,5,22,5,m,assume,0,0,0,0,0,0,0,0,no data,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,"8.5 mm, opening along edge"
aa,5,22,6,h,dead,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,mine looks a bit mouldy on the inside
aa,5,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dead,0,0,1,0,0,,0,0,0,0, larva very dry and mouly
aa,5,15,2,h,assume,0,0,0,0,0,0,0,0,dead,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,,0,0,0,0,"4.2mm, had emerged into bag"
aa,5,15,2,h,assume,0,0,0,0,0,0,0,0,dead,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,,0,0,0,0,7.2 mm
aa,5,15,3,h,assume,0,0,0,0,0,0,0,0,dead,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,,0,0,0,0,"7.6 mm, mine very mouldy"
aa,5,15,4,m,assume,0,0,0,0,0,0,0,0,living,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,,0,0,0,0,"larva had emerged into bag, 12.8 mm"
aa,5,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,empty with frass,0,1,0,0,0,,0,0,0,0,open along part of seam
aa,5,59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,empty,0,0,0,0,1,,0,0,0,0,"a few grains of frass, open entirely and pretty ragged"
aa,5,59,2,h,assume,0,0,0,0,0,0,0,0,living,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,,0,0,0,0,11.9 mm
aa,5,59,3,h,fresh but stiff,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,
aa,5,59,4,h,living,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,
aa,5,59,4,h,assume,0,0,0,0,0,0,0,0,living,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,,0,0,0,0,"8.3 mm, removed (because previous TM larva was reared out)"
aa,5,59,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,emerged,0,0,1,0,"moth had emerged into bag - poor shape, but put into 'lanphere rearings' anyways"
aa,5,59,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,empty,0,0,0,0,1,,0,0,0,0,old and open along whole seam
aa,5,49,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,empty with frass,0,1,0,0,0,,0,0,0,0,"open along seam, also has a hole."
aa,5,49,4,h,living,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,
aa,5,49,5,h,dead,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,
aa,5,11,1,h,dead,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,mine mouldy inside
aa,5,11,2,h,missing,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,"mouldy, mine very dry and crumbly (hard to dissect)"
aa,5,11,3,m,missing,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,"mouldy, mine very dry and crumbly (hard to dissect)"
aa,5,11,4,m,dead,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,
aa,5,5,1,h,missing,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,mine very dry and crumbly
aa,5,41,1,h,assume,0,0,0,0,0,0,0,0,dead,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,,0,0,0,0,"9.4mm, covered in lumpy white fungus"
aa,5,41,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,emerged,0,0,1,0,
aa,5,40,1,m,assume,0,0,0,0,0,0,0,0,dead,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,,0,0,0,0,"4.9mm, mine and larva very mouldy"
aa,5,40,2,h,assume,0,0,0,0,0,0,0,0,dead,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,,0,0,0,0,"9.5mm, mine and larva mouldy"
aa,5,40,3,m,dead?,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,"mine extremely mouldy, possible body found"
aa,5,50,1,m,empty with frass,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,"6.8mm, larva emerged into bag and died"
aa,5,50,2,m,living,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,"9.4mm, larva had emerged."
aa,5,37,2,h,dead,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,
aa,5,37,2,h,dead,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,
aa,2,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,empty,0,0,0,0,1,,0,0,0,0,"old, open along all seam"
aa,2,41,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,emerged,0,0,1,0,"emerged into bag, set aside in ""lanphere rearings"""
aa,2,41,3,h,assume,0,0,0,0,0,0,0,0,empty with frass,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,,0,0,0,0,egg uplifted at edge. Opening at mine edge. Early TM.
aa,2,41,4,h,assume,0,0,0,0,0,0,0,0,empty with frass,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,,0,0,0,0,"opening at edge, 7.7 mm"
aa,2,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,empty with frass,0,1,0,0,0,,0,0,0,0,
aa,2,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,emerged,0,0,1,0,
aa,2,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,empty with frass,0,1,0,0,0,,0,0,0,0,
aa,2,15,n/a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,intact,0,1,0,0,LEF structure formed on inside of bag. Set aside to rear out to make sure.
aa,2,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,empty with frass,0,1,0,0,0,,0,0,0,0,opening on surface of fold
aa,2,15,5,m,assume,0,0,0,0,0,0,0,0,empty with frass,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,,0,0,0,0,"12.5 mm, opening on edge of mine"
aa,2,15,6,h,missing,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,possibly same mine as below
aa,2,15,6,m,assume,0,0,0,0,0,0,0,0,empty with frass,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,,0,0,0,0,"possible same mine as above, has a large opening to make measurement impossible"
aa,2,14,3,m,assume,0,0,0,0,0,0,0,0,empty with frass,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,,0,0,0,0,mine too peeled back to get a measurement
aa,2,14,4,m,assume,0,0,0,0,0,0,0,0,empty with frass,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,,0,0,0,0,"5.8mm, large opening"
aa,2,46,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,empty with frass,0,1,0,0,0,,0,0,0,0,openings on surface of fold look like tears
aa,2,46,4,m,assume,0,0,0,0,0,0,0,0,empty with frass,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,,0,0,0,0,"opening at edge has peeled backwards, so no measurement"
aa,2,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,empty,0,0,0,0,1,,0,0,0,0,"very old, open along whole seam"
aa,2,54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,empty with frass,0,1,0,0,0,,0,0,0,0,2 holes along seam
aa,4,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,empty with frass,0,1,0,0,0,,0,0,0,0,hole on surface of LTF
